GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QCollector,24,107,4,0,4,20,4,4,2,4
com.capitalone.dashboard:core,com.capitalone.dashboard.model,Application,21,33,0,0,9,10,6,4,6,4
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QTeamLevelDetails,139,0,4,0,29,0,8,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QRepoBranch,87,0,0,0,11,0,4,0,4,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,CollectionError,21,0,0,0,8,0,4,0,4,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,BuildStatus,35,64,4,0,4,7,3,1,1,1
com.capitalone.dashboard:core,com.capitalone.dashboard.model,TeamMember,45,0,0,0,19,0,13,0,13,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QTeamMember,123,0,0,0,13,0,4,0,4,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,FortifyScanReport.Threat,33,0,0,0,12,0,6,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,PerformanceMetricStatus,34,0,0,0,2,0,1,0,1,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,LibraryPolicyResult,171,165,14,10,51,34,26,8,18,4
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QFortifyScanReport_Threat,66,0,0,0,9,0,4,0,4,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QWidget,92,0,8,0,16,0,10,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,Dashboard,124,88,0,0,53,23,35,6,35,6
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QPipeline,31,63,5,1,6,11,6,3,3,3
com.capitalone.dashboard:core,com.capitalone.dashboard.model,Template,18,25,0,0,8,8,5,2,5,2
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QAuditResult,156,0,6,0,29,0,9,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,PipelineStageType,0,34,0,0,0,2,0,1,0,1
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QCodeReposBuilds,30,53,4,0,6,11,5,3,3,3
com.capitalone.dashboard:core,com.capitalone.dashboard.model,AuditResult,210,0,0,0,77,0,33,0,33,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QFeatureHistory,134,0,4,0,28,0,8,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QTeamInventory,33,105,7,3,6,16,8,3,3,3
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QScope,32,109,6,2,6,19,7,3,3,3
com.capitalone.dashboard:core,com.capitalone.dashboard.model,CloudSubNetwork,144,0,4,0,53,0,36,0,34,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,QMonitor2,105,0,6,0,20,0,9,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model,CodeQualityType,38,34,4,0,5,6,4,2,2,2
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,QScoreMetric,32,108,6,2,6,18,7,3,3,3
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,ScoreComponentMetricBase,176,0,0,0,38,0,25,0,25,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,ScoreValueType,35,14,4,0,4,2,3,1,1,1
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,QScoreComponentMetricBase,123,0,6,0,24,0,9,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,ScoreComponentMetric,104,0,0,0,17,0,4,0,4,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,QScoreCollectorItem,133,0,6,0,26,0,9,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,ScoreMetric,135,0,0,0,32,0,21,0,21,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,ScoreCollectorItem,45,0,6,0,12,0,8,0,5,0
com.capitalone.dashboard:core,com.capitalone.dashboard.model.score,QScoreComponentMetric,127,0,4,0,26,0,8,0,6,0
com.capitalone.dashboard:core,com.capitalone.dashboard.event,BuildEventListener,52,180,12,14,12,38,13,7,3,4
com.capitalone.dashboard:core,com.capitalone.dashboard.event,EnvironmentComponentEventListener.ToCollectorId,3,0,0,0,1,0,1,0,1,0
com.capitalone.dashboard:core,com.capitalone.dashboard.event,CommitEventListener,4,104,2,6,0,26,2,8,0,6
com.capitalone.dashboard:core,com.capitalone.dashboard.event,TestResultEventListener.PERFORMANCE_METRICS,0,144,0,0,0,4,0,1,0,1
com.capitalone.dashboard:core,com.capitalone.dashboard.event,TestResultEventListener.VIOLATION_ATTRIBUTES,0,24,0,0,0,2,0,1,0,1
com.capitalone.dashboard:core,com.capitalone.dashboard.event,RelatedCollectorItemEventListener,40,0,0,0,10,0,3,0,3,0
com.capitalone.dashboard:core,com.capitalone.dashboard.event,DashboardEventListener,96,0,6,0,25,0,8,0,5,0
com.capitalone.dashboard:core,com.capitalone.dashboard.event,EnvironmentComponentEventListener,205,296,32,24,38,68,24,11,1,6
com.capitalone.dashboard:core,com.capitalone.dashboard.event,TestResultEventListener,45,630,19,35,4,135,20,25,2,16
com.capitalone.dashboard:core,com.capitalone.dashboard.event,HygieiaMongoEventListener,20,67,3,3,5,19,3,6,0,6
com.capitalone.dashboard:core,com.capitalone.dashboard.event,CodeQualityEventListener,18,0,0,0,6,0,2,0,2,0
com.capitalone.dashboard:core,com.capitalone.dashboard.event.sync,SyncDashboard,39,477,20,31,1,95,20,23,0,17
com.capitalone.dashboard:core,com.capitalone.dashboard.event.sync,SyncException,4,0,0,0,2,0,1,0,1,0
